LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
201,100000,22,20,15,17.0,12.4,13.1,13.9,45479
202,100005,5,14,8,4.8,13.9,7.6,24.1,50487
202,100006,5,6,1,5.0,6.0,1.0,6.0,51752
202,100007,13,8,3,8.6,7.8,3.0,1.6,47288
202,134643,7,9,2,7.0,7.9,2.0,1.9,46127
202,136807,6,5,2,4.5,4.2,1.7,13.1,42033
202,139837,6,4,1,4.0,4.0,1.0,14.2,53618
202,100008,23,18,7,20.9,15.6,7.0,20.5,38771
202,100009,29,20,3,28.0,17.3,3.0,16.3,40910
202,100010,26,15,7,25.0,13.0,6.6,16.4,40347
202,100011,21,21,13,19.2,16.4,8.9,23.1,41792
202,100012,21,30,7,20.7,21.7,5.8,18.1,44139
202,100013,15,13,5,13.4,10.0,4.5,16.8,39910
202,100014,15,17,3,12.9,13.5,3.0,17.8,45608
202,100015,6,8,5,5.1,5.7,4.2,20.6,49078
202,100018,31,32,8,28.7,23.7,7.8,14.8,42333
202,100019,27,21,7,22.3,13.9,6.6,19.4,46248
202,100020,25,37,10,20.9,32.4,8.4,23.4,46153
202,100021,29,32,13,26.9,25.3,10.5,16.4,41734
202,100022,28,22,13,27.0,17.7,12.9,16.7,44429
202,100023,16,11,3,15.2,8.2,3.0,15.5,42486
202,100024,17,15,5,15.2,12.2,3.9,14.9,39961
202,100025,23,27,8,21.4,19.7,7.1,21.9,44872
202,100026,15,14,2,14.1,13.2,2.0,16.2,41609
202,100027,18,16,5,14.6,11.7,3.1,16.2,43561
202,130342,13,20,8,11.4,14.5,5.2,20.6,45953
202,132245,33,16,9,30.9,14.9,9.0,17.8,46628
202,100028,13,8,3,12.0,6.0,2.3,15.2,39460
202,100029,14,17,4,13.0,13.1,3.3,16.9,41610
202,100030,11,12,6,11.0,11.4,5.5,19.9,42331
202,100031,12,11,4,11.6,9.1,4.0,20.1,40678
202,100032,12,11,4,10.4,9.1,3.9,17.8,40822
202,100033,12,11,2,10.9,7.9,1.8,18.9,36637
202,100034,21,33,4,18.4,21.6,3.4,13.6,44962
202,100035,20,15,4,17.4,9.4,3.2,19.5,46693
202,100036,15,18,3,14.4,13.3,2.2,14.2,42978
202,100037,14,13,2,12.7,11.8,2.0,18.5,45305
202,100038,12,15,5,11.2,11.8,3.7,17.5,40644
202,100039,18,14,8,17.7,11.3,7.7,16.7,42771
202,100040,16,17,4,15.2,15.7,4.0,14.1,40801
202,100041,15,9,4,13.6,7.9,3.6,16.6,40444
202,100042,12,12,4,10.1,11.3,3.7,22.5,37007
202,100043,18,15,4,16.0,13.9,4.0,14.6,41378
202,100044,16,13,5,15.9,11.6,4.9,14.4,40777
202,100045,16,15,6,14.1,13.5,5.0,16.0,50783
202,100046,12,11,3,10.3,9.5,3.0,20.4,44279
202,100047,12,9,3,11.4,8.8,2.1,18.3,48275
202,100048,13,5,4,12.8,5.0,4.0,15.5,42133
202,137181,61,19,17,58.3,17.3,16.7,12.0,43571
202,141164,9,NA,1,8.0,NA,1.0,3.1,28400
202,100049,105,13,31,102.6,10.9,27.4,12.1,47743
202,100050,102,12,37,98.3,11.2,36.1,11.9,43595
202,100051,61,21,29,60.2,19.6,27.6,13.3,45686
202,100052,113,24,32,107.4,20.2,26.5,11.6,43037
202,100053,98,38,37,93.1,32.2,32.5,11.2,44920
202,100054,89,18,34,66.5,12.1,27.9,15.2,47729
202,100055,60,15,22,58.0,14.9,21.1,10.4,45144
202,100056,70,14,18,67.9,11.2,17.4,12.3,46885
202,100059,89,10,27,80.4,8.8,23.4,14.4,46531
202,100060,20,8,6,11.9,8.0,5.6,14.3,50775
202,100091,9,16,5,7.8,13.6,3.6,3.7,46143
202,100092,13,5,5,12.2,5.0,5.0,2.5,51917
202,100094,5,3,1,4.4,1.8,1.0,19.5,52555
202,100096,55,113,42,SUPP,106.3,36.8,4.1,40579
203,100097,6,7,17,5.8,5.0,15.5,19.2,45836
203,100098,5,2,34,4.8,1.2,30.5,25.7,43960
203,100099,4,6,10,3.2,4.4,8.7,24.5,48008
203,100102,7,3,10,6.8,2.5,7.8,19.3,41506
203,100103,29,15,11,27.8,12.6,11.0,3.7,45987
203,100111,23,25,8,22.2,18.9,5.3,18.6,39167
203,100112,19,17,23,17.0,16.9,21.3,13.5,37741
203,100113,39,32,12,35.2,21.8,9.6,19.9,39697
203,100114,22,24,9,20.5,17.5,7.4,17.8,43528
203,100115,18,26,3,16.2,16.5,2.6,14.0,34240
203,100120,22,33,10,21.4,17.0,7.3,18.1,35750
203,100125,17,13,7,16.6,6.0,6.5,24.5,41061
203,100126,27,28,4,25.2,18.5,4.0,16.9,39590
203,100127,22,24,4,19.0,14.2,3.6,22.9,40761
203,100128,20,26,29,18.4,19.3,25.1,12.4,42522
203,100129,18,14,5,17.2,12.6,4.9,17.4,36876
203,100130,20,23,10,17.1,15.8,6.2,20.8,35678
203,100131,20,20,9,17.6,13.9,6.8,18.4,38418
203,100132,22,19,9,19.6,12.3,6.0,20.4,37265
203,100134,22,18,13,20.6,12.8,9.5,16.8,34391
203,100136,20,22,7,19.1,12.0,6.1,20.7,37385
203,100137,19,15,11,15.4,11.6,6.0,14.8,47332
203,100140,39,38,11,34.8,28.6,8.0,19.7,43066
203,100141,22,24,6,20.5,17.2,5.0,22.8,36565
203,100142,13,15,4,11.2,8.9,3.8,20.4,40807
203,100145,29,25,12,28.3,17.6,9.2,19.1,41372
203,100146,18,24,5,14.6,17.2,4.2,29.6,46823
203,100148,16,8,5,12.6,6.6,4.2,18.7,40269
203,100149,20,26,5,18.6,16.0,3.4,23.4,41428
203,100150,27,26,7,25.0,16.6,6.6,17.3,36893
203,100151,13,21,5,11.5,12.1,3.7,19.8,37371
203,100152,29,36,11,26.2,27.3,10.3,20.9,43445
203,100154,10,10,6,9.8,6.2,5.2,19.5,45836
203,100155,30,28,10,24.8,20.9,9.6,18.7,45646
203,100156,33,50,10,30.3,37.9,8.3,20.8,42886
203,100157,9,9,5,8.6,6.2,4.0,SUPP,50346
203,100158,50,46,9,49.8,30.0,8.7,15.7,35459
203,100159,30,29,6,26.5,23.2,5.8,16.9,39625
203,100160,15,12,7,13.6,8.1,5.8,17.0,40057
203,100162,13,12,4,10.0,7.4,3.9,22.4,40058
203,100163,22,39,23,20.5,26.4,22.2,22.9,40663
203,100164,15,24,11,14.6,15.4,9.6,30.5,39413
203,130921,21,31,6,20.4,21.6,5.1,20.3,40264
203,130922,23,20,6,20.8,13.9,5.8,20.4,39028
203,131183,35,28,10,32.5,20.9,9.4,19.5,39038
203,131246,34,40,4,27.8,28.9,3.1,19.1,40220
203,131841,29,45,6,26.2,31.9,4.8,23.6,40110
203,132837,24,22,9,22.5,15.0,6.9,19.4,44944
203,132800,23,24,8,22.3,16.7,6.3,20.1,36461
203,132827,36,22,28,33.0,15.6,21.1,15.4,32728
203,100165,13,12,7,11.9,9.9,2.3,15.0,39526
203,100166,11,13,3,9.2,7.9,2.7,22.2,43785
203,100167,16,16,5,14.9,10.5,2.8,21.3,40138
203,100168,11,8,3,9.8,5.9,2.9,21.4,43473
203,100169,12,15,4,10.3,10.9,3.7,19.1,40954
203,100170,9,14,5,7.6,8.8,3.5,36.6,48483
203,100171,29,32,8,28.6,22.6,6.8,14.9,38743
203,100172,22,21,6,18.4,13.9,4.4,24.4,39690
203,100173,19,13,4,16.2,10.8,3.2,21.3,35813
203,100174,12,8,5,11.6,5.9,4.8,19.5,43256
203,100175,11,13,4,9.2,10.7,3.3,22.7,42007
203,100176,12,8,4,12.0,5.0,2.6,16.8,43025
203,100177,17,24,4,15.6,16.3,3.8,19.6,39786
203,100178,13,9,10,11.6,7.0,6.2,17.0,42110
203,100179,11,7,5,9.4,6.1,3.6,22.0,36499
203,100180,9,12,4,9.0,8.6,4.0,25.7,42233
203,100181,12,13,5,11.3,9.3,5.0,19.0,37496
203,131109,27,40,13,24.7,35.8,12.5,22.9,41612
203,138449,89,11,32,89.0,10.4,26.6,11.1,39289
203,138245,15,1,4,15.0,1.0,4.0,19.6,36608
203,139786,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
203,100182,67,27,29,65.4,21.9,25.1,13.6,43117
203,100183,138,42,67,125.8,36.4,52.4,11.2,42791
203,137473,92,41,40,87.2,31.1,34.7,12.3,44257
203,141163,147,44,34,132.6,32.8,32.5,10.8,43495
203,141309,109,44,37,106.0,34.8,35.9,15.0,44532
203,100190,130,48,36,125.6,42.7,33.3,14.1,43289
203,100192,96,27,30,91.7,19.2,24.9,13.5,45367
203,100193,39,5,18,38.6,3.6,15.8,15.8,44291
203,100196,55,12,22,46.4,10.6,18.7,13.5,46264
203,138966,101,26,44,96.3,23.0,40.7,12.7,40496
203,100197,33,42,8,29.8,28.1,6.9,20.8,42119
203,105135,96,42,20,91.4,35.9,17.3,12.9,41068
203,100204,10,9,3,9.6,9.0,3.0,3.8,36500
203,138547,43,111,19,38.9,90.8,15.5,5.4,44105
203,133401,22,14,4,20.0,12.3,2.5,1.3,50289
203,133399,29,106,13,27.8,84.9,11.1,5.8,43976
204,100212,5,8,7,5.0,4.2,5.2,13.0,45511
204,100213,5,6,9,4.2,3.8,7.8,18.0,51735
204,134635,9,9,3,9.0,8.4,3.0,13.0,46515
204,138241,12,5,2,8.5,2.8,1.4,13.6,32882
204,139814,14,16,7,14.0,14.9,7.0,19.3,39714
204,100218,28,28,8,27.2,20.9,7.5,16.8,41211
204,100221,13,13,5,13.0,9.0,3.9,17.3,40778
204,100223,31,27,22,30.5,23.5,17.0,20.2,39520
204,100224,20,27,15,19.1,22.1,8.3,20.1,35673
204,100225,31,29,13,28.8,23.5,11.6,18.7,37880
204,100229,23,39,8,19.9,27.3,7.2,21.9,45925
204,100230,28,26,4,25.9,19.7,3.3,17.0,36549
204,100231,32,42,15,31.0,36.0,13.1,20.5,42779
204,100232,26,13,12,23.1,10.7,9.7,18.8,39720
204,100233,28,18,6,26.6,11.9,5.1,17.3,38142
204,100234,27,25,14,26.6,22.0,13.5,17.8,40573
204,100235,28,24,9,25.5,22.1,6.5,17.5,38341
204,100236,26,38,8,25.1,29.4,6.2,17.9,39468
204,100239,22,27,10,20.9,18.8,9.4,20.8,40809
204,130302,31,30,7,31.0,22.0,6.8,14.9,36479
204,130303,36,33,11,32.6,25.8,9.8,17.4,41774
204,100240,27,26,8,25.3,20.1,5.8,16.8,42810
204,100241,26,17,8,25.6,14.0,7.8,16.1,32074
204,100242,25,21,12,25.0,19.2,10.7,16.8,38058
204,100243,21,25,15,20.6,24.0,8.9,19.5,36946
204,100244,25,33,12,24.1,26.6,9.9,17.7,41216
204,100245,27,25,11,27.0,18.9,9.6,14.6,37432
204,100248,29,18,10,26.4,13.7,7.3,19.5,35104
204,100250,20,16,6,17.9,11.2,4.7,12.8,43104
204,100251,27,19,8,25.4,14.2,7.9,16.9,39131
204,100252,13,13,10,11.3,8.5,5.1,20.1,47469
204,100253,27,26,14,25.7,17.8,11.7,18.3,38433
204,100254,16,9,4,14.7,6.9,3.2,15.9,42092
204,100255,13,10,9,13.0,8.0,7.0,17.5,39882
204,100256,22,14,14,20.7,12.5,13.2,17.3,38149
204,100257,15,19,4,13.8,10.4,2.8,16.5,41519
204,100258,28,13,14,27.4,10.2,11.6,17.0,40080
204,100259,17,11,6,15.3,8.7,4.2,15.0,33845
204,100260,27,22,10,24.9,14.6,8.6,16.8,36265
204,100261,20,20,6,20.0,15.5,5.7,19.3,35068
204,130932,31,27,6,27.0,17.8,4.9,16.0,42293
204,131141,20,15,5,19.4,13.4,4.7,14.9,35955
204,131706,25,20,8,23.0,12.8,6.2,18.7,37518
204,133669,22,19,6,21.6,15.4,6.0,19.7,41122
204,132137,22,17,6,17.4,14.9,5.0,15.3,36703
204,100263,20,9,4,19.6,8.2,2.3,11.1,35761
204,100264,12,14,5,11.6,11.2,4.5,20.1,44655
204,100266,27,17,8,20.6,12.1,7.8,15.9,37056
204,100267,15,11,2,15.0,8.0,2.0,18.5,37651
204,100268,11,13,6,11.0,9.7,5.0,20.3,42473
204,100269,10,8,4,9.5,6.2,3.2,22.9,44061
204,100270,12,6,3,11.5,4.2,3.0,19.7,38332
204,100271,15,9,3,13.2,7.4,3.0,17.0,37383
204,100274,16,10,4,14.4,8.2,2.7,16.1,40548
204,100275,15,10,5,12.4,5.0,4.9,16.6,40652
204,134639,13,4,3,10.0,2.6,2.7,15.2,39297
204,134961,27,9,5,26.5,8.5,5.0,16.6,36248
204,121792,19,16,2,18.6,13.1,2.0,13.7,38992
204,138143,31,4,5,14.9,1.5,2.6,7.4,34129
204,138265,11,NA,3,9.5,NA,2.7,4.7,50487
204,139595,17,3,8,17.0,2.5,6.8,11.4,38493
204,140210,14,4,7,12.1,4.0,6.0,10.0,44676
204,100277,81,19,26,78.8,15.0,20.4,12.8,43276
204,137442,88,20,23,86.9,19.6,22.1,13.0,42798
204,100279,113,44,38,109.1,36.8,34.0,14.1,41204
204,133599,70,11,23,31.0,6.3,13.1,10.8,31933
204,100282,57,4,17,54.8,4.0,17.0,13.0,48979
204,100284,64,15,18,61.4,13.2,17.3,13.2,47529
204,100285,89,21,22,86.0,19.7,22.0,12.1,40790
204,134693,130,47,44,120.4,42.1,39.7,10.8,42332
204,131062,94,49,26,93.1,47.5,24.3,12.7,40413
204,131609,96,28,36,91.5,27.1,35.8,11.8,45205
204,135835,57,10,24,56.8,10.0,24.0,17.2,43770
204,136137,79,29,27,78.8,28.0,27.0,11.2,41774
204,100307,20,9,7,16.8,6.6,5.4,6.5,54134
204,100311,22,78,5,21.6,75.9,4.9,5.4,39443
204,100312,10,29,2,10.0,25.3,2.0,6.7,46304
205,100315,6,23,23,6.0,15.0,21.4,20.8,45441
205,100316,3,2,9,3.0,1.7,8.2,21.7,54566
205,100317,4,8,6,2.7,4.1,3.6,22.2,46499
205,100318,4,8,9,2.7,5.1,7.5,22.2,46037
205,139509,41,19,16,39.7,19.0,15.2,2.5,49146
205,139541,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
205,137331,8,6,5,8.0,4.3,3.3,15.1,37504
205,139546,7,5,3,7.0,5.0,2.5,17.0,36946
205,100321,23,26,8,21.4,17.0,6.8,21.3,37705
205,139820,22,21,4,21.6,18.8,4.0,17.8,38620
205,140811,2,1,NA,2.0,1.0,NA,15.0,SUPP
205,100322,16,12,4,13.7,7.9,3.5,16.6,44496
205,138680,15,16,4,14.8,12.0,4.0,14.2,36181
205,100324,28,20,7,25.0,13.7,6.5,19.0,42772
205,100326,18,10,10,16.0,6.8,9.7,15.3,44292
205,100328,12,14,5,10.9,12.2,4.5,21.5,46199
205,100329,20,27,8,17.8,18.1,6.2,18.9,41192
205,100330,12,7,5,12.0,5.8,4.9,17.5,43088
205,100331,17,10,3,15.7,7.7,3.0,14.8,40581
205,100332,10,12,8,9.6,10.4,6.1,21.4,35410
205,140634,14,11,4,12.0,7.8,4.0,16.5,45113
205,100334,27,34,16,24.4,18.2,10.3,16.6,40596
205,100335,25,13,7,22.8,9.5,7.0,17.1,39823
205,100337,14,14,6,13.2,9.8,5.4,16.6,43880
205,100338,25,17,13,24.2,10.2,11.6,17.4,40866
205,100339,19,21,5,16.9,16.6,4.4,16.0,42518
205,100340,31,19,9,28.6,13.1,7.4,15.6,37987
205,100341,27,16,11,26.0,12.2,10.5,17.9,42183
205,100343,14,9,7,11.7,6.5,6.2,19.3,40228
205,100344,12,8,7,10.8,4.9,5.4,21.3,43282
205,100345,21,19,2,20.0,14.6,2.0,22.9,35420
205,100346,13,14,5,11.5,8.9,4.1,20.8,40656
205,100347,10,7,4,9.2,5.0,3.5,23.0,42461
205,100349,22,14,7,20.0,8.4,5.8,18.3,36240
205,100350,12,9,6,11.4,6.1,4.9,19.2,41123
205,100351,16,17,5,14.4,13.1,3.4,15.3,40956
205,100352,11,10,6,10.2,6.3,5.3,20.0,40910
205,100353,13,13,6,12.4,8.8,6.0,25.6,46383
205,100354,14,8,6,12.6,5.1,5.8,20.2,43303
205,100355,16,15,3,15.2,12.5,2.1,17.6,38793
205,100357,23,14,7,20.6,8.7,6.2,17.6,38245
205,134009,26,20,7,22.5,11.7,5.4,19.2,42936
205,134273,17,11,18,16.6,10.6,17.0,14.7,45513
205,136750,38,9,11,38.0,9.0,11.0,12.6,35432
205,141135,10,1,4,9.5,1.0,3.2,7.6,43835
205,139364,38,11,21,36.0,10.0,18.9,11.0,49827
205,100359,76,21,23,74.3,15.5,21.6,12.2,45193
205,139365,48,12,18,46.2,11.5,15.9,13.6,48216
205,100361,36,2,20,35.5,2.0,15.4,NA,45198
205,133545,67,15,27,59.2,12.1,24.7,13.7,45620
205,137935,59,2,21,57.8,2.0,20.8,16.0,44351
205,138607,59,5,18,56.0,3.6,15.3,12.8,43369
205,137157,132,15,25,96.2,10.9,20.6,13.9,40753
205,140201,9,4,2,6.6,4.0,1.6,0.8,35969
205,131752,92,16,30,90.0,15.0,27.0,12.2,39674
205,136172,52,5,21,52.0,5.0,20.7,13.4,36889
205,100378,26,80,10,26.0,74.8,9.1,6.2,41369
205,100379,15,16,2,14.4,13.7,2.0,6.3,49999
205,100381,17,38,6,15.6,32.5,6.0,4.2,44137
205,100382,8,11,1,8.0,10.2,1.0,8.0,46702
206,100384,7,1,22,6.2,0.2,19.1,14.8,40784
206,100385,2,12,7,2.0,11.7,5.2,19.8,SUPP
206,100386,4,3,26,3.6,2.7,21.6,18.2,53685
206,100388,NA,NA,NA,NA,NA,NA,NA,NA
206,100391,37,23,8,34.0,23.0,7.5,1.8,54054
206,134274,NA,NA,NA,NA,NA,NA,NA,NA
206,141130,4,NA,NA,4.0,NA,NA,3.8,53724
206,140495,4,2,3,4.0,2.0,3.0,11.8,51242
206,100397,18,11,24,15.9,8.6,21.1,21.0,49639
206,100401,14,6,8,13.2,6.0,5.7,16.9,38330
206,100402,19,16,8,18.7,9.3,6.3,17.0,39944
206,100403,28,16,10,26.6,12.6,8.3,16.9,41593
206,100405,14,11,5,12.8,7.9,3.9,18.6,43832
206,100406,32,35,13,30.6,21.7,9.7,16.2,44718
206,100407,22,14,6,18.6,9.7,5.0,18.0,44944
206,100408,14,14,22,14.0,13.4,19.3,18.9,44255
206,100411,35,38,6,33.4,29.9,4.8,13.0,54344
206,100415,13,10,7,11.9,8.2,7.0,18.3,40928
206,100418,21,22,14,19.2,14.8,9.0,17.4,54290
206,100422,19,14,26,17.2,10.8,22.1,14.6,57499
206,100425,20,16,5,19.8,13.3,4.2,22.8,44071
206,100426,12,10,6,11.6,7.0,5.8,18.0,50421
206,137566,23,16,5,21.8,13.8,4.6,20.6,45611
206,100428,13,5,6,12.4,4.2,6.0,17.2,55053
206,100429,28,23,7,22.8,15.0,5.5,20.1,42534
206,100430,19,11,5,16.4,8.1,4.1,19.8,45424
206,100431,20,17,12,20.0,13.7,10.5,20.1,52363
206,100432,24,15,5,19.9,11.1,4.1,19.3,37821
206,100434,26,19,38,25.0,15.2,34.4,18.7,40263
206,100435,26,39,28,25.0,23.3,22.7,19.4,45505
206,131218,24,23,8,22.2,16.1,6.2,20.0,54452
206,131325,23,18,10,22.5,16.0,9.3,18.1,39166
206,131773,26,19,7,23.6,14.0,5.9,19.2,39544
206,131842,22,19,13,20.8,11.5,11.6,20.6,37941
206,131741,24,16,7,22.2,11.3,6.9,16.5,40739
206,131740,17,17,7,17.0,10.9,6.4,22.9,40839
206,100436,13,6,5,12.2,4.5,4.6,18.0,40051
206,100437,26,19,9,25.0,14.2,7.1,16.9,38867
206,100438,18,15,5,17.4,10.6,4.4,17.6,40031
206,100439,12,14,13,12.0,10.0,6.4,18.4,37672
206,100440,8,8,2,7.6,6.7,1.7,27.1,43114
206,100441,24,12,7,23.6,11.2,6.8,18.1,38421
206,100442,10,9,5,10.0,7.6,4.6,19.6,43347
206,100443,15,9,5,13.3,7.1,4.4,17.6,46731
206,100444,9,9,3,8.2,6.9,3.0,24.8,35303
206,100446,8,7,1,7.2,3.0,1.0,24.6,42078
206,100447,8,6,2,7.2,2.7,2.0,31.0,52733
206,100448,10,14,8,10.0,11.6,5.5,19.6,37952
206,100449,22,15,7,20.3,10.4,5.5,21.4,42890
206,100450,25,24,6,23.4,17.5,4.9,15.9,32792
206,100451,13,12,6,12.1,6.7,4.2,18.2,45148
206,137393,23,12,11,21.6,10.2,10.2,18.6,38415
206,139793,24,3,9,21.1,1.8,7.2,15.5,40027
206,100452,97,19,23,93.9,16.6,22.4,12.6,40471
206,100453,67,16,14,66.6,15.1,13.0,12.0,44692
206,100455,67,13,16,65.6,11.1,15.3,11.5,41739
206,100457,61,11,19,58.6,8.0,17.2,13.9,49675
206,131690,43,18,19,41.4,17.4,17.8,13.1,46704
206,100458,71,6,16,68.6,5.6,14.2,13.2,41920
206,100459,66,10,16,63.5,8.3,15.2,16.3,48767
206,100460,36,8,11,35.4,7.9,10.2,11.6,54499
206,134314,115,29,55,112.7,20.2,48.7,10.3,40044
206,135587,59,6,27,56.7,5.9,25.4,11.6,43622
206,139418,2,7,1,2.0,6.4,0.7,12.0,SUPP
206,100467,19,45,10,18.4,38.2,8.5,4.1,49745
206,134030,47,93,18,42.4,79.9,16.1,4.2,43252
206,100469,23,10,7,21.0,8.8,7.0,4.8,46613
207,100472,3,5,6,2.6,3.3,5.0,19.6,43111
207,100473,3,1,8,3.0,0.9,7.1,25.0,47968
207,100474,3,3,6,2.2,2.7,5.9,20.0,36304
207,100475,3,5,8,3.0,3.0,7.1,17.7,41073
207,140807,10,6,2,9.8,5.7,2.0,5.2,47742
207,139645,18,16,3,18.0,12.2,3.0,15.6,39907
207,100477,17,11,1,15.9,10.3,1.0,12.4,35330
207,100478,24,26,4,22.6,21.6,4.0,15.1,39358
207,100479,19,22,7,18.4,18.1,5.5,17.1,38242
207,100480,28,24,8,24.4,14.9,5.5,17.3,40021
207,100481,27,14,12,25.6,10.9,10.7,13.7,34385
207,100482,37,24,5,33.6,21.0,5.0,9.8,35988
207,100483,19,25,5,17.8,17.9,5.0,19.5,40200
207,100485,30,20,11,28.6,17.0,8.9,14.9,40402
207,100486,15,10,8,14.4,9.6,6.1,16.0,36511
207,100487,27,26,7,25.4,21.3,6.2,15.6,39658
207,100488,14,13,2,13.0,8.9,2.0,18.1,43416
207,100489,15,18,3,13.0,13.8,2.7,16.2,41814
207,100490,13,9,6,12.5,6.0,5.9,16.5,48363
207,100491,13,10,2,11.3,7.6,1.8,18.3,37696
207,100492,16,17,5,15.1,13.3,3.1,15.4,44896
207,100493,17,14,2,17.0,9.6,2.0,11.8,39524
207,100494,18,16,3,16.2,10.5,3.0,20.1,41966
207,100495,14,15,6,12.4,11.5,4.4,17.8,38032
207,100496,14,8,5,11.0,7.4,4.1,18.9,40355
207,100497,15,9,3,12.4,6.4,3.0,16.8,43103
207,100498,13,10,9,12.6,7.6,7.1,17.1,40549
207,100499,25,20,4,22.2,15.9,2.8,17.7,39336
207,100500,13,12,6,12.6,8.0,5.7,18.7,49038
207,140212,19,5,7,19.0,5.0,7.0,9.6,48809
207,140134,80,14,24,79.4,14.0,23.2,16.9,36972
207,100502,51,7,20,43.9,6.0,19.4,13.9,45769
207,100503,44,14,19,43.8,14.0,17.5,10.8,41504
207,100504,13,10,7,9.7,6.9,6.3,24.2,35797
207,100505,22,19,6,18.8,9.3,5.1,17.0,41098
207,100506,109,7,27,86.4,6.2,25.8,11.0,40476
207,135531,76,21,35,76.0,21.0,34.8,14.1,37200
207,100548,19,50,38,17.3,38.8,33.4,4.7,43657
208,100550,3,1,7,3.0,1.0,6.2,16.3,46169
208,100551,6,4,9,6.0,3.8,8.8,18.5,55432
208,100552,3,5,5,3.0,3.7,4.3,19.5,55107
208,100553,3,14,3,3.0,11.1,2.8,20.0,54774
208,100554,6,6,9,6.0,4.5,8.9,14.5,51592
208,140908,9,7,3,8.8,6.8,3.0,3.0,48004
208,140907,20,19,12,19.2,18.8,12.0,6.0,48282
208,100556,13,14,6,12.2,12.3,5.9,17.4,37971
208,100560,33,20,12,28.9,14.1,10.1,15.2,41987
208,100564,32,26,8,31.4,18.4,7.6,16.4,42808
208,100566,32,9,13,30.3,8.8,11.7,11.5,37187
208,100567,49,33,17,42.6,25.9,15.4,17.9,37798
208,100572,24,26,12,23.0,24.9,12.0,18.5,38296
208,137430,13,10,4,10.7,8.3,3.4,23.1,47369
208,100574,54,73,19,52.5,62.0,18.5,15.9,43364
208,100576,40,29,16,38.4,23.9,14.1,10.8,40236
208,100577,16,18,2,15.6,16.2,2.0,14.2,43397
208,100578,25,16,8,24.3,11.5,8.0,16.8,39159
208,100584,25,16,9,23.1,14.4,7.0,14.2,39990
208,100585,36,22,18,33.4,17.2,15.7,16.6,42838
208,100586,20,15,8,18.7,12.0,7.1,18.5,39132
208,100588,18,23,8,15.4,17.3,6.4,15.0,46204
208,100589,16,17,4,16.0,14.4,3.4,17.7,39953
208,100590,29,22,10,27.0,20.6,9.9,18.3,39453
208,100591,40,52,17,36.1,40.9,15.8,14.7,45179
208,100593,25,39,7,24.0,37.1,6.8,19.3,40940
208,100595,23,41,8,22.5,35.1,7.8,27.8,41501
208,100597,17,29,3,17.0,25.4,3.0,22.3,38813
208,100598,20,19,9,20.0,16.9,9.0,21.3,41210
208,100601,30,32,18,28.9,23.9,10.7,14.4,38310
208,100604,16,6,5,14.5,4.7,5.0,14.9,44923
208,100608,13,16,6,11.6,11.4,4.5,20.1,44215
208,131247,28,17,9,28.0,15.6,7.9,14.0,41148
208,131340,29,13,5,27.8,11.2,5.0,16.0,39280
208,131335,38,37,7,36.4,32.6,6.1,18.6,40184
208,131824,46,36,22,38.9,29.4,17.1,16.2,38771
208,131874,21,8,5,20.1,7.5,5.0,17.1,38467
208,100582,31,25,14,29.8,23.7,13.4,18.6,40690
208,133315,30,31,10,28.5,29.8,9.5,15.2,41515
208,133584,30,25,10,28.0,20.0,9.4,17.8,44670
208,133662,30,16,17,26.7,14.6,15.3,16.4,42736
208,100609,17,19,5,16.1,17.6,4.4,18.2,41856
208,100610,12,17,2,11.2,17.0,1.7,17.3,38963
208,100611,10,10,5,9.5,7.9,3.7,21.4,43048
208,100612,15,13,5,13.7,8.9,4.3,14.9,39436
208,100613,14,11,6,13.2,9.5,3.4,15.6,38984
208,100614,14,10,4,10.9,8.7,3.6,20.2,32630
208,100615,13,15,4,10.7,13.1,3.3,22.1,43203
208,100616,13,7,3,10.9,5.2,3.0,18.9,39210
208,100617,13,10,3,12.4,8.7,2.9,16.9,41704
208,100618,11,10,4,9.3,9.4,3.6,20.4,42307
208,100619,12,11,4,10.8,7.5,3.4,17.7,43489
208,100620,12,12,6,9.0,8.8,3.9,22.4,38572
208,100621,11,14,5,10.6,13.2,5.0,21.5,41733
208,100622,21,23,4,20.5,19.7,3.6,19.6,40635
208,100623,14,17,4,13.6,12.4,3.1,19.6,40292
208,134507,10,10,4,9.5,8.6,4.0,18.3,40373
208,135614,12,12,3,11.2,9.9,2.7,18.7,37938
208,139659,16,2,2,16.0,1.5,2.0,15.0,40770
208,140564,10,NA,2,7.9,NA,1.7,8.7,40500
208,140966,5,NA,2,5.0,NA,2.0,4.0,51099
208,100624,77,13,13,71.3,12.5,12.7,11.9,44528
208,100625,55,36,22,55.0,33.7,21.9,14.5,43948
208,136450,67,14,16,66.0,14.0,14.1,14.6,43171
208,100627,40,8,15,34.9,6.8,13.6,11.6,41292
208,129649,85,25,29,81.4,23.3,28.6,12.5,41659
208,100628,14,17,5,12.7,13.6,4.4,18.6,43284
208,100629,23,26,5,20.6,17.5,5.0,19.9,43319
208,137295,24,22,5,22.0,16.8,4.2,18.5,43913
208,100631,13,15,4,12.6,12.5,4.0,17.0,42077
