LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
887,138974,12,12,5,11.4,8.9,4.6,14.1,36642
887,139927,10,16,8,10.0,11.7,5.5,21.2,35443
887,139928,13,10,17,12.9,7.8,16.2,17.4,30098
887,139939,8,5,3,7.0,3.2,2.1,14.6,31691
887,140040,19,16,6,16.2,11.6,4.7,23.2,34757
887,140186,20,5,8,17.1,3.1,8.0,21.7,35546
887,140215,4,4,3,4.0,2.8,3.0,22.5,39015
887,140606,17,17,4,15.4,12.4,2.3,20.1,33878
887,140607,9,12,4,6.9,4.8,1.3,22.3,36484
887,140989,20,16,7,16.4,11.8,4.7,18.1,32443
887,141199,30,15,10,26.1,11.4,9.8,19.2,32204
887,141224,11,9,4,11.0,6.1,2.3,17.9,31731
887,141553,8,6,4,6.6,3.9,2.9,18.9,31459
887,118317,19,21,5,15.0,17.4,4.0,20.4,32800
887,118318,16,12,4,15.6,9.0,3.1,19.7,34557
887,118319,16,25,5,13.4,19.6,3.8,20.4,36568
887,118320,18,23,8,15.2,17.8,5.7,22.0,33420
887,118321,13,9,5,11.0,5.5,2.2,21.0,32682
887,141276,8,5,3,6.7,3.4,1.5,23.4,37946
887,138328,12,12,5,9.5,5.4,2.8,21.5,34806
887,118325,15,13,4,15.0,8.9,3.5,19.6,35348
887,118326,15,15,4,12.5,9.6,2.6,19.2,35156
887,118327,25,36,8,23.8,25.5,7.3,20.5,39496
887,118328,24,17,5,21.6,12.0,4.2,22.0,33736
887,118329,13,19,6,10.4,11.8,3.6,25.7,38118
887,118330,18,16,9,14.6,9.3,6.8,19.9,34833
887,118419,13,14,6,13.0,9.5,5.2,45.4,32998
887,118420,18,12,5,17.0,6.7,3.2,20.7,36410
887,118421,18,15,3,14.8,9.6,2.4,20.7,38534
887,118423,24,14,4,17.4,8.0,3.1,20.1,35438
887,139493,26,26,37,23.8,17.9,28.7,18.9,36112
887,140711,32,6,6,31.2,5.5,5.5,13.2,29695
887,137990,11,9,3,10.4,5.1,2.1,19.5,33900
887,118437,23,29,10,22.1,22.9,7.4,20.0,34499
887,118442,9,13,2,7.2,7.7,1.4,25.0,40695
887,118457,32,23,6,28.9,17.4,5.7,18.7,34659
887,118464,18,14,3,13.5,9.5,2.2,21.7,33743
887,118470,10,9,1,9.4,6.6,1.0,25.6,36370
887,118471,14,4,2,13.0,2.7,2.0,27.6,35774
887,118472,11,12,1,10.0,6.0,1.0,26.9,32688
887,118473,19,24,8,17.5,15.3,3.7,24.1,36944
887,118477,14,12,1,11.6,9.0,0.8,21.2,37853
887,118500,11,11,5,10.5,8.1,3.7,20.8,38230
887,118509,33,30,5,31.1,21.6,4.0,20.8,34168
887,118525,23,16,5,20.6,9.3,4.2,20.4,35128
887,136859,17,10,3,15.8,6.3,2.4,21.1,35651
887,118528,22,21,7,19.2,13.6,4.7,22.1,37571
887,138182,18,28,12,16.7,21.6,10.0,12.8,35831
887,118545,17,18,5,17.0,14.9,4.4,24.2,37635
887,118555,15,14,5,12.0,7.9,2.4,22.5,35413
887,118559,26,24,4,24.7,16.9,2.5,20.9,38645
887,141467,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
887,118576,8,10,4,6.5,5.7,1.1,17.7,33439
887,140313,6,7,12,5.4,6.2,10.3,41.2,30052
887,131391,8,6,4,8.0,3.7,2.1,20.1,34718
887,132267,10,9,10,9.2,6.7,9.8,24.1,35243
887,136131,29,33,19,26.3,25.9,16.5,19.8,36661
887,118639,17,15,6,14.6,9.6,4.3,21.5,37328
887,118640,5,5,2,4.8,3.3,2.0,18.5,37103
887,118641,13,16,2,12.1,7.6,1.4,15.7,34176
887,118643,9,11,3,5.8,4.8,1.3,20.7,35797
887,118699,19,15,7,16.6,8.5,5.1,21.4,33238
887,118708,15,14,5,11.9,9.5,3.4,18.4,36351
887,118756,19,15,5,18.4,12.0,4.5,24.2,33073
887,118766,11,11,4,9.1,5.6,2.5,22.8,34926
887,118767,12,11,1,9.5,6.5,1.0,23.3,34600
887,118769,24,17,13,19.3,10.1,7.0,21.9,34349
887,118775,13,9,2,10.9,7.9,1.4,19.4,34909
887,118779,13,12,5,11.4,5.9,2.4,16.1,33319
887,118780,12,8,2,10.0,5.3,1.6,21.0,32027
887,118782,28,20,11,23.4,12.1,7.6,19.1,35729
887,132056,19,17,5,17.3,11.4,3.6,24.3,35403
887,134011,9,15,9,8.6,13.1,7.4,19.5,35007
887,134823,16,17,4,13.1,11.8,3.5,17.0,35926
887,134904,27,35,8,25.1,18.6,6.8,23.7,34639
887,131527,27,16,10,25.8,11.8,8.9,15.9,34644
887,137119,86,30,32,83.5,24.5,29.5,16.0,37870
887,138511,87,45,31,82.6,34.6,27.7,13.7,36731
887,136594,55,4,16,52.7,4.0,15.6,14.6,39370
887,136337,56,4,29,49.9,3.3,25.2,16.3,39088
887,137630,63,18,22,60.9,14.8,18.4,14.9,35943
887,138046,76,23,27,73.8,19.0,23.4,12.4,35287
887,136456,123,20,35,116.7,15.0,32.1,13.6,37030
887,136662,79,8,30,73.4,6.3,25.5,16.3,38610
887,136864,78,6,25,71.3,4.4,19.7,18.1,38792
887,137389,53,3,18,46.1,2.6,15.8,15.4,39655
887,118908,57,22,25,54.7,20.9,24.4,15.4,36059
887,136313,77,8,19,75.2,8.0,17.7,15.8,37040
887,137376,77,23,37,74.2,16.9,31.4,14.8,37908
887,141466,117,25,25,114.5,18.7,23.8,13.4,33482
887,135964,94,25,45,91.7,20.6,41.8,14.8,34894
887,136107,98,22,41,93.4,17.4,36.7,12.5,37298
887,136108,65,22,22,63.3,19.2,22.0,13.4,34844
887,141005,8,9,6,8.0,8.0,6.0,4.6,43336
887,134150,13,27,4,12.6,20.6,3.5,8.3,34116
887,119035,24,69,6,21.7,47.9,5.4,6.9,37171
887,140701,59,51,15,56.2,40.3,14.3,5.2,36294
887,119052,27,62,11,24.3,55.4,10.5,5.7,41519
888,119064,3,9,1,3.0,8.3,0.9,18.7,40823
888,119065,4,7,2,3.1,4.5,1.2,12.3,40357
888,119066,4,4,6,3.6,2.7,4.2,13.9,42445
888,119067,4,1,NA,4.0,0.7,NA,11.3,39148
888,119070,3,3,1,3.0,2.2,0.7,12.0,36480
888,119071,2,3,1,2.0,2.9,0.9,16.0,SUPP
888,119074,2,6,1,2.0,4.8,0.9,18.5,SUPP
888,119078,3,13,3,3.0,9.9,1.5,25.7,45207
888,119079,3,2,10,2.4,2.0,9.3,20.8,37194
888,119080,2,3,3,1.3,1.4,1.1,26.2,SUPP
888,119083,5,7,6,3.0,4.6,4.1,13.7,43555
888,119086,7,13,1,6.0,12.0,0.4,14.5,37706
888,119088,3,5,2,2.6,5.0,0.8,17.9,39623
888,119089,3,5,1,2.0,2.6,1.0,15.1,39934
888,119090,3,6,2,3.0,5.3,1.3,16.7,42108
888,119093,2,7,1,2.0,5.4,0.7,19.5,SUPP
888,119095,3,9,1,2.5,6.7,1.0,21.5,38287
888,119096,3,4,NA,3.0,3.9,NA,14.7,42282
888,119097,4,5,1,3.2,3.5,1.0,14.5,34642
888,119100,5,9,2,4.8,7.4,1.5,12.5,38587
888,119101,4,4,1,4.0,3.9,0.9,11.4,37400
888,133372,3,3,2,2.1,2.5,1.4,17.1,44490
888,134991,5,5,1,4.5,3.5,0.4,7.2,39498
888,133060,4,9,4,3.8,7.6,2.6,15.7,39999
888,119103,7,8,1,7.0,6.5,0.2,2.1,36913
888,119106,6,6,2,5.4,5.3,1.6,5.4,44429
888,119110,7,7,2,6.4,6.4,0.9,3.4,41477
888,119112,16,13,3,14.4,11.2,2.0,6.1,39544
888,134127,10,12,2,9.7,9.4,1.8,4.1,38576
888,134130,19,15,4,14.7,13.1,3.6,3.3,40136
888,134367,13,13,2,11.5,10.0,1.2,4.3,37426
888,134872,10,10,3,9.5,8.9,2.0,3.1,41061
888,128089,21,20,5,20.4,17.4,4.5,2.8,39341
888,133398,22,8,6,16.1,6.0,4.1,3.8,40957
888,139053,18,22,22,17.5,18.7,9.7,23.5,36909
888,119126,10,9,2,9.8,5.6,1.0,14.0,35581
888,131683,11,21,14,10.4,13.6,3.3,26.0,36838
888,119128,5,6,6,4.8,3.2,1.3,18.3,39305
888,119129,19,29,20,17.9,20.1,4.9,22.6,33998
888,119130,24,36,21,17.9,18.0,5.3,23.0,37287
888,119131,12,24,11,10.9,11.4,3.2,18.2,36261
888,119132,24,32,13,22.0,25.2,4.8,16.4,36186
888,119134,12,18,14,11.0,10.7,3.9,15.2,33439
888,119135,15,28,2,14.2,18.2,2.0,24.1,38052
888,119137,23,26,20,18.7,15.4,5.8,22.1,38001
888,119138,19,26,24,17.1,18.0,7.1,25.2,39929
888,119139,11,21,7,9.2,10.1,1.9,19.5,40085
888,119140,5,4,2,3.9,2.3,0.8,16.5,39031
888,119141,6,8,5,5.0,4.4,1.2,20.6,39982
888,136365,12,12,6,10.7,7.5,2.9,21.3,36104
888,119145,14,14,5,9.4,9.5,1.8,21.0,39000
888,119146,11,13,7,10.2,7.8,2.3,25.1,35521
888,119147,5,10,4,4.6,5.8,1.2,18.7,40881
888,119148,7,11,6,6.4,6.4,2.1,17.7,36921
888,119149,13,19,10,11.5,10.7,2.5,21.6,38863
888,119150,10,12,7,8.4,5.8,1.7,19.9,37726
888,119151,11,17,10,9.6,11.9,3.4,32.9,40051
888,119152,9,14,7,8.0,9.9,2.3,25.6,38621
888,119153,12,12,11,9.5,7.9,2.8,25.6,38480
888,119154,3,3,5,3.0,1.9,1.2,24.7,44326
888,119155,9,12,9,8.6,7.4,3.4,22.3,32083
888,119156,11,10,2,9.0,5.8,1.3,20.2,35858
888,119157,10,12,7,8.4,6.0,2.2,24.9,39831
888,119158,15,27,9,12.7,12.2,2.5,23.8,38740
888,119159,16,22,10,15.3,15.3,4.3,27.9,40596
888,119160,6,5,1,3.8,2.8,0.7,18.8,36597
888,119161,14,14,19,12.8,8.5,4.3,26.6,39139
888,119162,13,13,15,10.9,9.3,5.2,19.1,39287
888,119164,14,15,10,13.2,11.2,3.8,22.3,37703
888,119165,6,4,3,5.4,3.3,1.0,16.0,37028
888,119166,17,28,8,15.1,17.4,4.3,24.9,33159
888,119167,10,6,6,7.7,3.1,1.6,13.3,34201
888,119168,18,20,14,15.0,10.7,3.5,20.5,39435
888,119170,11,14,8,10.2,8.4,2.9,21.3,40993
888,119171,20,19,12,17.5,11.3,3.8,18.5,36707
888,119172,14,19,12,14.0,13.5,3.5,23.6,37916
888,119173,10,11,9,10.0,7.0,2.4,19.4,37758
888,119174,6,9,8,5.9,6.5,2.2,25.5,40093
888,119175,20,30,18,19.3,21.8,6.0,20.5,34288
888,119176,25,37,12,21.2,24.4,6.3,19.8,35844
888,119177,15,18,11,13.5,11.9,5.0,23.8,37607
888,119178,22,34,17,20.4,20.4,6.6,21.5,35024
888,119179,17,28,11,14.7,22.1,4.7,21.5,37611
888,119180,8,11,6,8.0,6.7,1.8,22.8,38437
888,119181,9,10,7,8.6,6.1,2.1,24.1,37447
888,119182,9,14,7,9.0,7.9,2.2,22.4,36265
888,119183,26,41,20,23.7,24.6,5.4,19.6,38422
888,119184,23,51,22,23.0,37.6,6.9,26.3,38150
888,119185,20,41,11,18.6,25.4,3.6,20.9,37309
888,119186,16,18,17,15.0,12.7,4.7,25.2,36521
888,119187,11,15,10,10.2,10.0,3.4,20.3,38056
888,119188,11,7,11,9.5,5.3,2.7,21.6,37872
888,119189,10,13,8,9.3,7.9,1.9,23.8,34757
888,119190,9,17,9,8.3,8.6,2.5,22.6,37690
888,119191,4,7,4,4.0,4.7,1.5,22.8,34027
888,119192,4,4,5,3.4,2.4,2.2,19.1,34363
888,119193,13,14,10,12.2,10.6,2.8,19.6,35838
888,119194,24,24,12,23.5,17.5,4.2,18.7,33436
888,119195,16,17,18,15.0,8.4,5.1,26.6,40272
888,119196,10,12,5,9.0,7.1,2.1,23.3,36275
888,119198,5,6,4,4.1,4.1,2.1,18.6,36707
888,119199,19,19,14,15.7,11.8,4.7,19.8,38681
888,119202,11,13,10,9.9,7.3,1.8,20.1,38646
888,119203,12,13,6,10.5,6.7,2.1,19.4,34289
888,119204,13,19,10,12.0,13.9,3.1,19.5,35211
888,119205,9,17,3,9.0,10.9,1.8,21.9,36745
888,119206,14,16,8,12.4,10.7,3.0,19.9,36657
888,119208,9,16,11,7.3,10.2,3.2,30.4,39406
888,119209,4,7,1,2.5,4.0,0.6,15.1,38204
888,119215,9,6,8,8.6,4.2,2.9,22.0,37340
888,119217,23,35,14,21.5,28.4,6.0,20.9,39184
888,119219,13,26,6,11.9,16.0,2.1,23.2,40276
888,119224,4,4,3,3.0,2.3,1.1,12.0,37707
888,119225,3,4,4,3.0,1.5,0.9,12.8,34240
888,119226,7,9,6,7.0,6.1,2.2,24.0,35443
888,119227,15,19,8,13.8,11.6,3.0,NA,34282
888,119228,14,20,8,12.1,14.5,2.6,SUPP,39946
888,119229,10,10,8,9.2,7.2,3.7,21.0,38286
888,119230,12,22,13,11.3,13.5,4.7,22.3,32215
888,119231,17,20,12,14.8,13.9,3.1,21.7,37093
888,119232,8,9,7,7.2,5.9,3.2,18.6,38147
888,119233,10,12,10,8.9,8.8,2.0,21.4,39050
888,119234,10,16,5,9.6,10.2,1.2,18.3,39634
888,119235,12,21,9,11.2,14.9,3.6,20.4,36507
888,119236,8,23,8,8.0,15.1,2.3,25.8,38671
888,119237,17,24,16,15.6,16.6,5.4,21.8,36599
888,119238,11,18,3,10.6,13.7,1.8,18.6,37604
888,119239,5,10,3,4.6,5.4,1.2,21.5,37887
888,119250,7,7,3,5.2,5.0,1.6,19.4,37805
888,119251,9,13,9,7.3,5.7,1.8,19.7,37638
888,119257,19,44,9,19.0,32.0,3.4,21.6,37467
888,119258,9,10,1,9.0,7.3,1.0,17.6,37676
888,119260,23,24,12,21.2,20.3,3.6,19.5,36590
888,119261,35,39,29,31.9,28.8,10.8,19.7,38723
888,119262,12,10,7,11.2,7.6,2.2,18.3,37413
888,119264,16,20,13,14.8,13.4,3.4,19.4,37365
888,119265,9,11,8,9.0,9.6,3.1,23.6,39583
888,119267,6,13,6,6.0,6.1,1.6,15.2,35724
888,119270,6,6,2,5.8,3.8,1.0,19.0,37288
888,119271,17,18,8,14.4,13.4,2.8,22.2,36954
888,119272,17,19,14,15.8,11.4,4.0,19.2,36530
888,119273,24,18,15,21.2,11.7,5.0,20.9,37201
888,119275,10,12,3,9.0,7.9,1.3,24.7,36957
888,119276,9,14,10,8.4,7.7,2.5,28.0,41310
888,119277,18,28,10,16.8,16.9,2.8,17.4,34904
888,119278,11,10,6,9.7,7.3,1.5,13.5,31276
888,119279,10,14,8,9.2,9.2,2.0,16.4,35072
888,119280,10,25,9,8.3,17.6,2.8,25.2,38702
888,119281,11,22,16,11.0,15.3,4.6,27.2,41614
888,119282,6,6,4,5.2,3.8,1.5,21.5,42430
888,119283,20,23,18,18.3,14.1,3.8,22.8,39332
888,119284,17,16,12,15.3,7.5,3.6,20.9,35716
888,119285,10,18,6,8.7,14.7,1.8,19.2,36074
888,119286,23,20,17,19.6,12.3,4.4,21.7,34753
888,119287,14,17,13,13.0,9.5,3.3,24.8,39634
888,119288,10,16,9,9.0,7.5,2.0,20.4,37726
888,119290,11,14,6,9.6,9.3,1.8,20.8,38060
888,119291,12,12,11,10.3,7.9,2.6,23.0,37879
888,119292,22,28,16,18.9,16.8,4.8,24.0,36851
888,119293,17,19,11,15.6,8.8,3.7,23.1,36438
888,119296,19,23,12,17.6,12.8,3.6,22.2,36310
888,119297,6,9,5,5.5,6.4,1.5,15.5,34641
888,119298,11,16,5,8.9,11.2,3.3,21.9,31516
888,119299,15,16,14,13.8,9.0,4.1,20.5,38071
888,119300,11,10,7,8.7,6.7,1.6,23.1,36234
888,119301,14,12,11,12.9,9.8,3.4,21.5,35726
888,139495,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
888,119304,12,18,7,12.0,11.7,3.0,14.9,37144
888,119305,13,14,9,11.8,8.0,2.6,21.4,38437
888,119306,8,5,2,6.3,3.3,1.1,14.9,37300
888,119307,3,9,7,2.9,5.4,1.3,27.3,41817
888,119309,10,11,9,8.5,6.1,2.0,24.2,39589
888,119310,10,11,7,8.3,5.2,1.8,21.1,38376
888,119311,19,19,14,15.4,8.4,3.4,24.6,37394
888,119312,13,10,7,10.6,6.1,2.5,25.6,38543
888,119313,14,18,12,13.6,8.4,3.3,23.2,36038
888,119314,10,9,9,10.0,5.5,3.1,12.8,31099
888,119315,15,16,17,13.7,8.0,4.4,24.9,36166
888,119316,18,15,8,15.0,9.4,2.5,20.4,37432
888,119318,10,19,9,9.5,9.5,3.0,25.7,37201
888,119319,7,6,5,7.0,3.4,2.3,17.3,30355
888,119320,14,18,9,14.0,13.0,0.8,23.3,32474
888,119321,10,16,8,9.8,8.3,2.5,19.4,34935
888,119322,4,3,2,3.2,1.9,0.9,15.6,38967
888,119323,26,41,20,22.3,28.9,6.6,21.2,36232
888,119324,9,11,4,9.0,7.0,1.4,22.1,36040
888,119325,11,12,10,8.9,8.1,3.7,23.4,37516
888,119326,9,14,6,8.2,9.3,2.2,25.7,39006
888,119328,13,14,11,10.4,7.3,3.1,21.7,37408
888,119329,18,20,10,15.3,11.3,3.1,17.8,34443
888,119330,6,10,6,6.0,5.5,1.5,20.5,36292
888,119331,14,18,1,12.8,11.7,1.0,15.3,36047
888,119332,10,13,6,9.4,7.0,1.7,16.2,38009
888,119333,6,9,4,5.6,7.2,1.5,13.9,39779
888,119334,11,12,7,9.0,6.8,1.9,17.9,38162
888,119335,10,17,9,9.7,9.7,2.9,21.1,33783
888,119336,12,14,8,10.4,10.2,2.0,24.1,40219
888,119337,10,11,9,10.0,7.5,2.4,18.0,35235
888,119338,8,12,5,7.1,5.7,1.5,28.3,37668
888,119339,16,22,16,15.6,13.4,3.4,26.5,42002
888,119341,11,16,10,11.0,10.8,2.1,19.8,38517
888,119342,22,30,15,19.6,18.0,5.2,21.4,35713
888,119343,18,22,8,16.4,16.7,2.9,17.7,38805
888,119346,13,24,7,11.6,15.2,2.5,20.0,38828
888,119347,30,41,25,27.5,25.9,5.4,19.0,35172
888,119350,11,10,7,9.0,5.4,2.0,23.2,39821
888,119351,14,10,12,12.0,7.4,3.5,21.3,38575
888,130262,10,13,6,8.4,8.8,1.7,23.1,40341
888,130261,10,10,8,9.0,5.2,2.0,22.6,40112
888,119352,13,19,5,11.3,14.1,1.6,26.2,36284
888,130336,23,25,16,19.2,16.6,4.3,20.2,36869
888,131674,11,8,8,8.0,4.3,2.1,17.6,37976
888,131720,11,11,12,8.5,4.6,3.1,23.5,39566
888,133437,19,25,15,18.1,17.0,3.8,22.4,39215
888,133622,20,24,10,18.8,19.9,4.0,18.5,35993
888,133546,8,14,7,8.0,12.6,2.0,21.6,37308
888,133645,9,12,9,8.4,7.5,2.0,23.1,39550
888,119354,11,16,9,10.0,12.7,2.4,20.6,37711
888,119358,12,24,11,11.2,15.5,2.6,25.5,41403
888,119360,12,12,4,11.4,8.6,1.8,22.1,33470
888,119361,6,12,5,5.0,5.4,1.4,29.6,40570
888,119362,6,2,3,4.1,1.3,1.0,10.5,34888
888,119363,10,19,10,9.5,10.4,2.5,21.7,35548
888,119364,5,7,2,5.0,3.4,1.1,20.6,39067
888,119366,11,10,5,10.4,8.1,1.5,19.3,39233
888,119367,12,17,12,11.8,10.7,2.4,22.9,35828
888,119368,10,15,7,7.7,8.2,2.3,24.6,36413
888,119369,11,18,11,9.1,12.2,2.4,21.2,37669
888,119370,10,12,8,9.3,7.6,1.8,23.4,38311
888,119371,2,1,3,2.0,0.5,1.0,12.0,SUPP
888,119372,16,18,14,15.4,10.9,4.1,23.4,37078
888,119374,7,14,7,6.2,9.6,3.0,21.1,37306
888,119375,11,21,6,9.7,8.6,1.8,23.8,38376
888,119376,9,8,9,7.1,4.5,1.9,22.1,33778
888,119377,4,7,5,4.0,3.2,1.2,20.0,36900
888,119378,5,5,2,4.7,3.1,1.0,20.6,37708
888,119379,4,4,1,3.1,2.1,0.7,17.6,40310
888,119380,5,6,7,4.6,3.4,1.6,21.8,34429
888,119381,6,5,3,5.3,3.9,1.2,14.2,33096
888,119382,11,22,12,10.2,10.7,2.8,20.5,36362
888,119383,4,3,3,2.6,1.7,0.9,13.9,42640
888,119384,9,8,8,7.3,4.1,2.3,19.2,38654
888,119385,7,9,6,6.8,4.8,2.0,23.9,35962
888,119386,10,14,8,9.2,10.1,1.9,18.6,39853
888,119387,6,11,7,5.1,4.0,1.7,28.0,38449
888,119388,10,11,5,8.4,5.5,1.6,23.1,38710
888,119389,8,7,4,7.6,4.3,1.6,23.9,40208
888,119390,10,11,5,9.6,5.9,1.5,10.8,36145
888,119391,12,14,9,9.8,6.5,3.0,21.4,36443
888,119392,9,10,7,8.1,6.1,2.6,19.7,37163
888,119393,8,8,2,7.4,4.9,1.0,13.8,36880
888,119395,4,3,4,4.0,1.3,2.1,19.0,36079
888,119396,8,13,5,7.9,9.1,1.7,20.3,36691
888,119397,6,6,1,6.0,4.6,0.8,24.2,39415
888,119398,9,5,8,7.8,3.0,2.6,27.5,37109
888,119400,15,12,8,12.5,6.1,2.0,21.2,36225
888,119401,11,10,12,9.9,5.5,3.1,21.1,36932
888,119402,3,3,5,3.0,1.5,1.2,18.7,38529
888,119403,4,6,1,3.4,3.4,0.5,9.6,39612
888,119404,7,8,8,6.4,4.2,1.6,18.0,38578
888,119405,4,5,2,2.8,3.2,0.9,16.2,34965
888,119406,13,17,12,10.9,11.9,2.9,20.0,37036
888,119407,6,8,3,6.0,5.8,1.2,20.3,36324
888,119409,5,6,3,4.3,2.5,1.0,17.0,37796
888,119410,3,4,4,3.0,2.5,1.2,17.0,43888
888,119413,11,17,15,11.0,12.2,3.3,20.1,35632
888,119414,18,19,9,16.7,11.6,2.0,17.1,36397
888,119415,7,6,5,6.0,3.0,1.9,15.7,38725
888,119416,10,14,4,8.4,6.6,1.8,25.9,39675
888,119417,12,16,11,10.3,9.5,2.9,26.4,37138
888,119418,5,6,4,5.0,3.1,1.2,22.6,43110
888,119419,13,22,10,12.0,8.9,2.8,23.7,38282
888,119420,10,10,8,9.3,6.5,2.7,21.8,37464
888,119421,8,15,7,7.6,8.2,1.9,18.8,37812
888,119424,9,9,4,6.5,3.2,1.4,21.7,38242
888,119425,13,22,7,12.0,15.6,2.6,21.4,32466
888,119427,10,14,9,8.9,8.5,2.5,21.4,36295
888,119428,5,9,5,5.0,4.1,1.5,24.6,41463
888,119429,11,15,5,9.9,8.2,1.9,26.7,35010
888,119430,14,20,10,13.6,13.5,4.2,21.8,35453
888,119431,5,9,5,5.0,4.2,1.5,24.2,37188
888,119432,10,13,6,9.0,6.3,1.9,23.0,38080
888,119433,10,9,8,9.2,5.3,2.2,20.0,36363
888,119434,11,11,8,9.8,7.3,2.2,20.9,34844
888,119435,3,3,2,2.4,1.7,1.0,20.8,40096
888,119436,11,11,9,8.9,7.5,2.5,21.9,37821
888,119437,8,11,6,7.6,7.2,2.8,18.3,36498
888,119438,14,16,14,13.0,12.8,4.5,22.8,35945
888,119440,8,12,7,7.4,5.0,1.9,26.2,38120
888,119441,8,10,7,7.6,6.2,1.9,20.9,35932
888,119442,5,7,4,3.7,3.8,1.4,22.0,39019
888,119444,8,6,1,6.3,3.4,0.8,18.7,37632
888,119445,8,10,9,8.0,7.3,2.9,23.0,39307
888,119446,9,14,11,8.2,8.9,2.8,25.8,36709
888,131309,10,10,9,9.1,6.2,2.5,23.3,37821
888,119447,11,17,7,10.2,12.1,2.0,19.6,34988
888,137641,14,14,8,13.0,9.8,3.2,21.5,37209
888,119449,8,19,8,8.0,9.9,2.3,25.6,39121
888,119450,10,15,8,9.0,8.0,2.0,23.0,37542
888,119451,10,10,4,8.7,7.4,1.5,15.9,33230
888,119452,9,8,7,8.3,6.2,2.2,18.1,40147
888,119453,7,7,3,6.0,3.6,1.3,18.1,35678
888,119454,8,11,9,8.0,7.7,2.4,19.0,36389
888,119460,11,8,5,9.8,4.7,1.7,18.9,35385
888,119461,5,7,7,4.7,2.9,1.4,23.3,43405
888,119462,5,6,4,4.2,2.8,1.4,15.7,37865
888,119463,7,9,9,6.5,4.5,1.8,28.0,35216
888,119464,13,20,8,12.4,14.0,2.9,17.9,37134
888,119465,12,8,6,9.1,5.1,1.7,23.0,38878
888,119466,11,16,7,10.1,10.8,3.1,24.8,37123
888,119467,10,14,8,9.9,10.7,2.4,22.0,35642
888,119468,10,10,8,8.3,4.1,2.2,21.7,36205
888,119469,7,5,4,6.6,2.6,1.1,13.8,37661
888,119470,11,15,7,10.0,7.3,2.7,19.2,34835
888,119472,11,8,7,9.2,5.5,1.9,22.2,40636
888,119473,10,21,8,8.1,11.9,3.2,26.0,38526
888,119474,5,3,4,3.6,1.2,1.2,11.6,36014
888,119475,5,6,3,4.1,2.6,1.0,19.6,38640
888,119476,8,18,8,7.2,9.9,1.9,29.9,37770
888,119477,6,7,5,5.1,3.3,1.3,19.4,37783
888,119478,12,19,6,10.2,11.1,1.8,24.0,36496
888,119479,4,3,2,3.6,1.7,1.0,11.7,35506
888,119480,6,9,7,5.6,5.5,1.3,27.5,40086
888,119481,10,8,8,8.8,5.6,3.0,22.4,37334
888,119482,5,5,3,4.8,2.7,1.2,22.5,38648
888,119484,11,14,6,10.8,11.8,2.2,16.8,34766
888,119485,11,11,9,9.9,6.7,2.9,18.4,38412
888,119486,13,16,7,9.8,9.7,2.0,19.7,35167
888,119487,13,27,5,12.1,16.4,2.1,22.6,35368
888,119488,11,16,5,10.6,7.8,1.7,19.2,37386
888,119489,9,10,7,8.4,6.4,2.5,25.1,39964
888,119491,10,16,10,9.1,9.3,2.8,23.4,36209
888,119492,9,8,5,8.5,6.1,1.7,24.4,37110
888,119493,5,6,5,3.7,2.7,1.3,16.4,40786
888,137127,7,10,5,7.0,5.6,1.9,27.9,31563
888,119495,10,9,7,9.2,5.6,2.7,18.3,34776
888,119496,3,1,3,2.5,0.3,0.8,8.4,45180
888,119497,9,9,8,7.8,5.9,1.8,23.8,38244
888,119509,5,11,6,5.0,5.7,1.6,21.6,37732
888,119518,4,2,2,2.6,1.4,0.9,6.5,37657
888,119519,4,5,2,3.1,2.5,1.1,14.4,38478
888,119520,4,2,3,2.6,0.9,0.6,5.0,41287
888,119521,17,14,14,13.8,8.2,2.1,21.3,38198
888,119522,6,5,5,5.0,2.3,1.4,18.2,37894
888,119523,8,6,7,5.2,3.2,1.6,16.7,37266
888,119524,9,9,6,6.8,4.4,1.5,19.9,37230
888,119525,5,3,1,4.6,2.0,0.5,16.7,41152
888,119526,5,4,3,4.5,2.2,1.1,16.8,42263
888,119527,10,16,7,8.5,6.7,1.6,23.7,38048
888,119528,10,11,9,8.8,6.7,3.1,21.7,41133
888,119529,12,10,7,10.1,6.9,2.0,22.8,38580
888,119530,4,4,4,2.5,2.5,0.9,19.8,35866
888,119531,3,1,1,1.8,0.8,0.7,20.1,37689
888,119532,12,15,10,8.9,8.8,3.1,22.9,39561
888,119533,11,10,10,9.4,7.0,2.9,24.7,39174
888,119534,13,10,8,9.7,7.5,2.6,20.0,37137
888,119535,5,4,5,3.3,2.0,1.2,13.0,39462
888,119536,4,2,3,2.4,1.4,0.7,10.9,46995
888,119537,12,11,6,10.8,8.0,1.5,22.8,40077
888,119538,11,11,9,9.4,6.7,2.1,20.3,37931
888,119539,7,11,7,7.0,7.0,1.8,24.6,38370
888,119540,5,5,4,2.6,2.1,0.7,14.2,40480
888,119541,5,7,5,4.6,3.4,1.4,19.2,35417
888,119542,11,12,8,9.6,6.3,2.2,25.3,40016
888,119543,5,2,3,2.9,1.4,1.3,12.5,39350
